Log file open, 03/30/23 12:21:23
[2023.03.30-11.29.39:694][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_098' which is static to it. Aborting.
[2023.03.30-11.29.39:694][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_099' which is static to it. Aborting.
[2023.03.30-11.29.39:694][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_100' which is static to it. Aborting.
[2023.03.30-11.29.39:694][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_101' which is static to it. Aborting.
[2023.03.30-11.29.39:694][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_102' which is static to it. Aborting.
[2023.03.30-11.29.39:695][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_103' which is static to it. Aborting.
[2023.03.30-11.29.39:695][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_104' which is static to it. Aborting.
[2023.03.30-11.29.39:695][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_105' which is static to it. Aborting.
[2023.03.30-11.29.39:695][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_106' which is static to it. Aborting.
[2023.03.30-11.29.39:695][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_107' which is static to it. Aborting.
[2023.03.30-11.29.39:696][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_108' which is static to it. Aborting.
[2023.03.30-11.29.39:696][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_109' which is static to it. Aborting.
[2023.03.30-11.29.39:696][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_110' which is static to it. Aborting.
[2023.03.30-11.29.39:696][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_111' which is static to it. Aborting.
[2023.03.30-11.29.39:696][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_112' which is static to it. Aborting.
[2023.03.30-11.29.39:696][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_113' which is static to it. Aborting.
[2023.03.30-11.29.39:697][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_114' which is static to it. Aborting.
[2023.03.30-11.29.39:697][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_115' which is static to it. Aborting.
[2023.03.30-11.29.39:697][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_116' which is static to it. Aborting.
[2023.03.30-11.29.39:697][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_117' which is static to it. Aborting.
[2023.03.30-11.29.39:697][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_118' which is static to it. Aborting.
[2023.03.30-11.29.39:697][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_119' which is static to it. Aborting.
[2023.03.30-11.29.39:698][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_120' which is static to it. Aborting.
[2023.03.30-11.29.39:698][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_121' which is static to it. Aborting.
[2023.03.30-11.29.39:698][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_122' which is static to it. Aborting.
[2023.03.30-11.29.39:698][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_123' which is static to it. Aborting.
[2023.03.30-11.29.39:698][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_124' which is static to it. Aborting.
[2023.03.30-11.29.39:699][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_125' which is static to it. Aborting.
[2023.03.30-11.29.39:699][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_126' which is static to it. Aborting.
[2023.03.30-11.29.39:699][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_127' which is static to it. Aborting.
[2023.03.30-11.29.39:699][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_128' which is static to it. Aborting.
[2023.03.30-11.29.39:700][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_129' which is static to it. Aborting.
[2023.03.30-11.29.39:700][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_130' which is static to it. Aborting.
[2023.03.30-11.29.39:701][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_131' which is static to it. Aborting.
[2023.03.30-11.29.39:701][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_132' which is static to it. Aborting.
[2023.03.30-11.29.39:701][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_133' which is static to it. Aborting.
[2023.03.30-11.29.39:702][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_134' which is static to it. Aborting.
[2023.03.30-11.29.39:702][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_135' which is static to it. Aborting.
[2023.03.30-11.29.39:702][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_136' which is static to it. Aborting.
[2023.03.30-11.29.39:703][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_137' which is static to it. Aborting.
[2023.03.30-11.29.39:703][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_138' which is static to it. Aborting.
[2023.03.30-11.29.39:704][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_139' which is static to it. Aborting.
[2023.03.30-11.29.39:705][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_140' which is static to it. Aborting.
[2023.03.30-11.29.39:705][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_141' which is static to it. Aborting.
[2023.03.30-11.29.39:706][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_142' which is static to it. Aborting.
[2023.03.30-11.29.39:706][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_143' which is static to it. Aborting.
[2023.03.30-11.29.39:706][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_144' which is static to it. Aborting.
[2023.03.30-11.29.39:707][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_145' which is static to it. Aborting.
[2023.03.30-11.29.39:707][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_146' which is static to it. Aborting.
[2023.03.30-11.29.39:707][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_147' which is static to it. Aborting.
[2023.03.30-11.29.39:707][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_148' which is static to it. Aborting.
[2023.03.30-11.29.39:708][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_149' which is static to it. Aborting.
[2023.03.30-11.29.39:708][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_150' which is static to it. Aborting.
[2023.03.30-11.29.39:708][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_151' which is static to it. Aborting.
[2023.03.30-11.29.39:709][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_152' which is static to it. Aborting.
[2023.03.30-11.29.39:709][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_153' which is static to it. Aborting.
[2023.03.30-11.29.39:710][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_154' which is static to it. Aborting.
[2023.03.30-11.29.39:710][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_155' which is static to it. Aborting.
[2023.03.30-11.29.39:710][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_156' which is static to it. Aborting.
[2023.03.30-11.29.39:711][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_157' which is static to it. Aborting.
[2023.03.30-11.29.39:711][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_158' which is static to it. Aborting.
[2023.03.30-11.29.39:711][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_159' which is static to it. Aborting.
[2023.03.30-11.29.39:712][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_160' which is static to it. Aborting.
[2023.03.30-11.29.39:712][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_161' which is static to it. Aborting.
[2023.03.30-11.29.39:712][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_162' which is static to it. Aborting.
